"","Misspecification","Parameter_RMSE","Classification_Accuracy","Cohen_Kappa"
"1",0,0.0740546129090105,0.88125,0.868812901358222
"2",0.05,0.123063224336951,0.85125,0.798060846994237
"3",0.1,0.146265716933037,0.81375,0.708490107525181
"4",0.2,0.173862907826858,0.7475,0.560933360160236
"5",0.3,0.216688595361407,0.73625,0.535271971787758
"6",0.4,0.235172795534418,0.70625,0.47953368627176
"7",0.5,0.266219014370411,0.66875,0.36981564271836
"8",0.7,0.201100408571068,0.75875,0.590452197939208
