"","Misspecification","Parameter_RMSE","Classification_Accuracy","Cohen_Kappa"
"1",0,0.0062838279855111,0.88592,0.96159941308942
"2",0.05,0.0669847504500728,0.88224,0.95239883555611
"3",0.1,0.0929431730947274,0.87068,0.923485845500828
"4",0.2,0.146179981451886,0.86202,0.901851967558531
"5",0.3,0.173829834311329,0.75132,0.625553467272538
"6",0.4,0.259434012707008,0.64654,0.363864543454019
"7",0.5,0.225963246353993,0.67122,0.424514599940783
"8",0.7,0.265701008110813,0.5572,0.139387151479836
