"","Misspecification","Parameter_RMSE","Classification_Accuracy","Cohen_Kappa"
"1",0,0.00873275788176388,0.88648,0.959693202869766
"2",0.05,0.0469125568726681,0.87204,0.923595454128482
"3",0.1,0.13846001368412,0.87264,0.925086184146453
"4",0.2,0.131785223084077,0.835,0.830786265169789
"5",0.3,0.225120969732889,0.66788,0.410077081590642
"6",0.4,0.258787263375182,0.68744,0.462042495659588
"7",0.5,0.233440735600164,0.62128,0.293763417827281
"8",0.7,0.258614873693523,0.60376,0.253940746135535
